nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.1299691,0.44684324,0.17793661,0.5721341,0.23772748,0.3902415,0.28281564,0.69604695,0.38649786,0.3974802,0.42109197,0.7531314,0.49414417,0.3267907,0.47883236,0.61774343,0.4902991,0.4863428,0.68731195,0.6548693,0.67471254,0.42309007,0.8204826,0.673499,0.8781438,0.41270593,forehand
0.12601435,0.40917355,0.17395307,0.55646706,0.2506002,0.35416833,0.26618156,0.69492996,0.39151308,0.35797676,0.38178587,0.7662794,0.5018692,0.2900136,0.47074023,0.58512187,0.4875226,0.45275134,0.6803754,0.62822956,0.6770686,0.39207885,0.829711,0.6402458,0.8806835,0.37758595,forehand
0.12095055,0.3909942,0.16518517,0.5299057,0.25718376,0.33033904,0.23663673,0.67219675,0.4034362,0.32744163,0.34486634,0.76087624,0.5193799,0.2490713,0.46421477,0.56942236,0.48400536,0.43678606,0.6693933,0.60295624,0.6824007,0.3754827,0.82786936,0.6121391,0.8876941,0.3469318,forehand
0.12111385,0.39930746,0.15253726,0.53084195,0.2529997,0.34012464,0.21994098,0.6674749,0.3992893,0.32579064,0.29604426,0.76197964,0.5123685,0.24234638,0.44455254,0.5767662,0.46999007,0.45567846,0.651686,0.60895836,0.6751286,0.39014658,0.81829363,0.61145914,0.87084824,0.3479155,forehand
0.115939565,0.4002836,0.15429099,0.52393115,0.2580992,0.35319,0.22051191,0.6540799,0.39208323,0.35773543,0.28069583,0.7579737,0.47249043,0.27545297,0.43520632,0.57893777,0.46273825,0.46467966,0.6487296,0.61433184,0.6729177,0.40543455,0.8273655,0.6139242,0.87198985,0.3486637,forehand
0.13533424,0.39954287,0.17115724,0.49388188,0.26237568,0.34869227,0.22943658,0.61860806,0.38796693,0.3790405,0.26643363,0.73043877,0.4490541,0.2874179,0.4446569,0.56628436,0.47480574,0.4551257,0.6511847,0.6095318,0.67525506,0.40112066,0.8266373,0.61038023,0.8733141,0.33857453,forehand
0.12307475,0.39946118,0.15968499,0.4837252,0.22683112,0.34544826,0.23023926,0.6012346,0.34144026,0.42060405,0.2598799,0.7137204,0.3248171,0.44413844,0.44344288,0.55975384,0.46647668,0.4529723,0.630904,0.6169039,0.6690094,0.4093373,0.8186532,0.6158189,0.873064,0.3403867,forehand
0.11673116,0.3974982,0.19226426,0.44575807,0.23099954,0.35465458,0.26488203,0.536613,0.33981472,0.39237428,0.27184683,0.676779,0.24543893,0.48836985,0.45198345,0.52954113,0.47565734,0.42447206,0.6260159,0.60453814,0.6841171,0.39269906,0.82744807,0.600293,0.89032453,0.31547317,forehand
0.12092142,0.4002857,0.20203419,0.4643614,0.24420552,0.36474746,0.2460227,0.56297076,0.29107463,0.51944095,0.17999633,0.65184146,0.18964331,0.6456708,0.46415764,0.5363633,0.48395005,0.43527088,0.63011247,0.60508347,0.6796055,0.40130308,0.8186033,0.6167595,0.8814317,0.33486214,forehand
0.13712649,0.41204968,0.2390252,0.49346307,0.23489243,0.3815671,0.2116647,0.6150061,0.25961724,0.51846355,0.1882455,0.70462054,0.20581424,0.47882527,0.48120946,0.5426253,0.4995656,0.43694866,0.6435863,0.6171992,0.6928023,0.40532812,0.82199043,0.6218462,0.89557916,0.33366254,forehand
0.13856076,0.4155805,0.24142721,0.45506805,0.24231811,0.38276386,0.27653748,0.54843056,0.2449282,0.5368549,0.27411506,0.60539556,0.1794299,0.64883184,0.4884877,0.5199649,0.5098709,0.4203944,0.63433415,0.59969187,0.70066524,0.39263713,0.8121959,0.5944848,0.88474196,0.31113863,forehand
0.13624309,0.44745517,0.241514,0.4847858,0.24272963,0.41958234,0.28969553,0.5848396,0.24648485,0.57561225,0.27441326,0.6261708,0.1722123,0.6759302,0.50225973,0.54724854,0.5174429,0.44588745,0.65269893,0.62176585,0.70519954,0.4186196,0.81936955,0.60836774,0.8935904,0.322493,forehand
0.13562565,0.46801597,0.24138957,0.46778995,0.2391993,0.44156897,0.305441,0.5702162,0.25673735,0.59272796,0.26042154,0.6387985,0.21851283,0.65485275,0.5068577,0.53849745,0.51635396,0.4547859,0.6546689,0.6244246,0.7086763,0.42214322,0.823315,0.5958302,0.8916714,0.3197449,forehand
