nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.14508669,0.43072066,0.199115,0.5364363,0.24845514,0.39140972,0.3310495,0.4723429,0.38388637,0.37544754,0.33989453,0.37495354,0.48282245,0.27349973,0.49695694,0.6140955,0.51122326,0.48660526,0.72195226,0.6677341,0.6990074,0.3862202,0.8204774,0.754122,0.8983052,0.45230862,forehand
0.15898597,0.40058362,0.20157312,0.51075524,0.25399652,0.35708338,0.34404698,0.46282268,0.398797,0.3403988,0.3957794,0.31996655,0.5008194,0.26024508,0.4926264,0.60310936,0.5104046,0.47120178,0.70734924,0.6641673,0.69139093,0.37690973,0.77951956,0.73870015,0.8830964,0.44711405,forehand
0.13447991,0.38201588,0.18054451,0.49933848,0.27002618,0.3320985,0.33239478,0.54864347,0.4121464,0.33222267,0.4168763,0.40496463,0.5214598,0.24333672,0.48420283,0.6070998,0.5075927,0.46938866,0.7047851,0.6746058,0.6957827,0.36715776,0.77783185,0.748569,0.8874372,0.4466736,forehand
0.14639038,0.36160427,0.20157263,0.48500887,0.28527826,0.32155854,0.31017184,0.61632395,0.42152816,0.3299371,0.43935844,0.51883745,0.54187983,0.25270215,0.48802057,0.59514225,0.5107204,0.4631137,0.6871255,0.67718625,0.6990938,0.37061962,0.7765355,0.75133216,0.87872666,0.45211536,forehand
0.12903884,0.33136073,0.18672074,0.4685507,0.28572968,0.2927261,0.2606926,0.6402376,0.4353882,0.30627307,0.38506046,0.6483526,0.5733037,0.22022115,0.46750388,0.5817358,0.49944913,0.45033318,0.6721256,0.6691406,0.69995403,0.36411953,0.7758258,0.75054777,0.8871011,0.45084357,forehand
0.1261427,0.32999936,0.17106876,0.48546043,0.2923851,0.28871158,0.22741528,0.64881766,0.4572191,0.30082762,0.34118164,0.73049724,0.5880861,0.22103529,0.4524699,0.5886861,0.49227542,0.45234093,0.66191596,0.69094986,0.7079289,0.38179994,0.7765923,0.7643596,0.89002514,0.46720213,forehand
0.12956814,0.3313751,0.16223404,0.48923215,0.3056809,0.28429383,0.20875275,0.63721484,0.47228345,0.28802934,0.30785558,0.756115,0.60167825,0.19919856,0.4426333,0.58969027,0.49066222,0.45407638,0.6393863,0.6906527,0.71138114,0.39891127,0.77582455,0.76103526,0.88174284,0.48152298,forehand
0.12997152,0.3588587,0.15070002,0.49485552,0.29574692,0.29370758,0.20745015,0.6399893,0.46324366,0.29370013,0.28934047,0.76886326,0.5836684,0.22142182,0.43573937,0.5997452,0.48435876,0.4666351,0.64181095,0.7154095,0.7080336,0.43732443,0.79536366,0.77231103,0.8870976,0.4996853,forehand
0.10824141,0.35884368,0.14825015,0.48983693,0.26756805,0.30033642,0.21123457,0.63260025,0.41227484,0.32263368,0.2679082,0.7559299,0.52417344,0.24737363,0.42865938,0.58192486,0.48192924,0.4572632,0.6058061,0.7148522,0.70390695,0.45370305,0.75564814,0.7444237,0.88046443,0.5090202,forehand
0.12012573,0.379739,0.16465694,0.47337306,0.24582158,0.30075267,0.22807199,0.59759843,0.34224537,0.34870136,0.2661954,0.7323958,0.41372377,0.3161729,0.4347189,0.55702156,0.48220924,0.43751797,0.58099794,0.7102466,0.70488733,0.45238057,0.74319863,0.7111864,0.8773671,0.50288725,forehand
0.11047246,0.34970275,0.156624,0.44470903,0.208426,0.27975413,0.22112763,0.5561775,0.30367413,0.29565895,0.25873712,0.7011001,0.3005371,0.3225712,0.43486637,0.53252363,0.47402778,0.42290545,0.5662062,0.6889344,0.7030319,0.42139423,0.7339099,0.68360555,0.8770383,0.47756788,forehand
0.10030156,0.35138217,0.16168334,0.44172412,0.21821772,0.26592675,0.23487225,0.5537223,0.2847896,0.31623515,0.26401654,0.70595276,0.18464212,0.3496443,0.43924212,0.52129406,0.48099053,0.41371778,0.56016797,0.68028855,0.7080347,0.41676933,0.7154287,0.68138474,0.86726516,0.46266824,forehand
0.12177248,0.37784007,0.1957983,0.4664641,0.22303665,0.28062513,0.27103722,0.5771795,0.21551195,0.29776892,0.2943301,0.7206205,0.06909416,0.35439035,0.4613278,0.5231814,0.49564993,0.41391262,0.58104336,0.6732291,0.7221085,0.41544393,0.71724135,0.6758381,0.8804496,0.44489434,forehand
0.13292295,0.38457412,0.22806664,0.45801795,0.23694533,0.28452888,0.30496588,0.56486547,0.19091411,0.27271992,0.33804116,0.6895663,0.0695146,0.35424793,0.48510784,0.5068167,0.5138796,0.40354577,0.59733194,0.6506456,0.7262526,0.3995359,0.7156725,0.6542419,0.8835022,0.41527525,forehand
0.16637257,0.4142785,0.26271835,0.4740438,0.26696125,0.31202194,0.34221613,0.57118654,0.19724333,0.28011906,0.3717453,0.69215417,0.088013604,0.34464887,0.5085798,0.51705074,0.5325643,0.41501173,0.61246073,0.63721734,0.73892933,0.4072164,0.71753776,0.64883554,0.89707077,0.40914112,forehand
0.17650758,0.41856912,0.2743214,0.4710702,0.2637783,0.33205283,0.3649022,0.5578193,0.19911106,0.3007184,0.39544326,0.6814153,0.09727205,0.34746984,0.50607306,0.51395273,0.5256062,0.42054182,0.62355226,0.6118334,0.73677975,0.4125852,0.7241125,0.63343376,0.91748005,0.39114708,forehand
0.20585465,0.43265614,0.29653051,0.47015303,0.2859208,0.35365453,0.3773398,0.55093735,0.20605507,0.30188137,0.40883204,0.66061497,0.1289698,0.33964044,0.51036,0.5142722,0.5325085,0.43152782,0.61828876,0.5924351,0.7258434,0.41894817,0.7279322,0.6186845,0.9131219,0.3792578,forehand
0.20582041,0.45347476,0.30105835,0.49433342,0.2852474,0.3895336,0.37636423,0.5626683,0.2219569,0.33736867,0.40193644,0.67218393,0.15085608,0.3460392,0.5106642,0.528377,0.5301917,0.44202748,0.6096853,0.5927119,0.72328484,0.4273,0.7199987,0.60863435,0.91266996,0.37633067,forehand
0.1933359,0.44361866,0.2785811,0.48663196,0.27094555,0.37659234,0.36257377,0.54329234,0.19804984,0.3376152,0.39789167,0.6606016,0.13930225,0.3285856,0.5062024,0.5190221,0.51659316,0.43226713,0.61962134,0.5719052,0.709183,0.4140275,0.72377247,0.5608977,0.8758741,0.36011842,forehand
0.17906408,0.45793003,0.2783027,0.49391678,0.25868374,0.3776338,0.36368752,0.5411545,0.18926014,0.3659029,0.40224704,0.6690418,0.12710245,0.3078837,0.52014697,0.5132068,0.5300044,0.4222683,0.65206736,0.5617305,0.72475356,0.4038869,0.7663819,0.5463754,0.88591635,0.35406125,forehand
0.19320731,0.46673322,0.29323637,0.5099019,0.2738174,0.38188416,0.3806398,0.5537477,0.1926208,0.3760169,0.4071282,0.6673784,0.11220528,0.31888312,0.5372893,0.51197505,0.5412317,0.42537713,0.66630584,0.5492871,0.7378696,0.4134951,0.79222524,0.51883423,0.89807665,0.3554849,forehand
0.20304264,0.4643872,0.30611876,0.5145084,0.2765248,0.39727873,0.39070058,0.5665413,0.20368029,0.38667077,0.42916808,0.66052514,0.12930548,0.34419575,0.5356899,0.50709736,0.53348416,0.42376798,0.68467605,0.54072887,0.7237453,0.42042917,0.80962086,0.500105,0.87898046,0.37001312,forehand
