nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.1565684,0.5518322,0.23716246,0.5870161,0.2556731,0.39047712,0.37700972,0.6335381,0.41183686,0.35655904,0.35236713,0.64079994,0.4497597,0.4427973,0.51087034,0.5578816,0.5113488,0.44901782,0.69881713,0.5869723,0.70926577,0.4072902,0.84277105,0.53764266,0.89542097,0.39690438,neutral
0.14832342,0.5546622,0.23597808,0.5861887,0.25142133,0.38443786,0.37688997,0.63006973,0.41223052,0.35075766,0.34477603,0.6451935,0.40482986,0.48980573,0.5112961,0.5471616,0.5130334,0.43476552,0.70030105,0.6067638,0.70428133,0.40055162,0.82410955,0.54634124,0.8798895,0.39741197,neutral
0.14534253,0.55295545,0.23550029,0.58315045,0.25189653,0.3820792,0.37271658,0.6394495,0.41732138,0.34383938,0.3633506,0.63853306,0.42053467,0.4866677,0.50912875,0.545753,0.5119729,0.4293173,0.7132572,0.61682093,0.71021676,0.3967378,0.81870306,0.5617101,0.8879897,0.40063247,neutral
0.14874107,0.5563391,0.24664222,0.5899279,0.25262204,0.38653705,0.3540683,0.6385532,0.40600005,0.34394097,0.3471784,0.63294125,0.45723376,0.4173869,0.5048739,0.55821097,0.5101767,0.43782744,0.71575785,0.6222874,0.7204842,0.39388666,0.8133544,0.59323835,0.8903193,0.40757263,neutral
0.12745951,0.5610138,0.23240443,0.59883916,0.24167527,0.39227372,0.35690546,0.65450007,0.39498246,0.3581197,0.3554259,0.6480878,0.45092943,0.4171837,0.49575603,0.57156587,0.5005908,0.4444261,0.69760066,0.60995626,0.70783114,0.38989374,0.826606,0.62026817,0.8817268,0.41519576,neutral
0.1568638,0.5592931,0.23079407,0.6077667,0.2519319,0.38607925,0.35632265,0.65918094,0.4014967,0.34412023,0.3654687,0.63260937,0.46709064,0.41389865,0.50205225,0.56244844,0.50910574,0.43934238,0.7005121,0.5940133,0.6953523,0.36659646,0.8684198,0.6317659,0.8761552,0.4080252,neutral
0.12941913,0.55178916,0.20941247,0.6213223,0.23457253,0.38168645,0.36163265,0.66442025,0.3893023,0.3456229,0.37750283,0.64381075,0.462697,0.4032891,0.49475878,0.5632103,0.49894133,0.43516517,0.7069498,0.5930783,0.6956524,0.343884,0.9002072,0.64520025,0.8866717,0.39167845,neutral
0.1254913,0.49787152,0.25115737,0.37757382,0.21619959,0.6239739,0.39990842,0.34434453,0.37891385,0.64980304,0.45442075,0.40382588,0.37497205,0.5790225,0.5042445,0.45144093,0.50307727,0.5550054,0.7037907,0.5723792,0.7037484,0.5748971,0.8925859,0.63940245,0.87320566,0.38612083,neutral
0.1327869,0.48542082,0.25588468,0.38645256,0.2141459,0.6062465,0.4079892,0.34664142,0.3832955,0.6451674,0.46609253,0.39729032,0.43275246,0.56662154,0.5127476,0.45563188,0.50997955,0.57845694,0.6830369,0.34414783,0.7205252,0.59155786,0.8747291,0.40259603,0.8973884,0.64092475,neutral
0.15538278,0.4698625,0.23543923,0.5277924,0.23789106,0.48418233,0.40525237,0.35877186,0.3988299,0.36451975,0.43314767,0.40375713,0.43091917,0.3870759,0.5214502,0.5509718,0.5202386,0.47795597,0.71200657,0.59109306,0.68986696,0.35209674,0.8796454,0.645202,0.86960286,0.42010492,neutral
