nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.10146555,0.58638465,0.21149822,0.60641026,0.23877168,0.4338225,0.34935746,0.63245994,0.38261884,0.40161207,0.36342937,0.64133227,0.42305076,0.537988,0.48370484,0.57427603,0.49055362,0.46364012,0.6637227,0.6161779,0.6800323,0.4387122,0.8085722,0.5781952,0.87812316,0.35533333,neutral
0.107598424,0.5834969,0.21069935,0.6037065,0.23718262,0.4303138,0.36914998,0.6268488,0.3758118,0.39477304,0.3159561,0.6660916,0.43421355,0.4961998,0.48251426,0.57499254,0.48811173,0.46167147,0.6564965,0.6113416,0.670797,0.43062288,0.8134058,0.5902466,0.8766763,0.3611874,neutral
0.093979076,0.5628379,0.20684072,0.59234613,0.22535422,0.40692246,0.35683462,0.6099914,0.36194456,0.3666461,0.32097676,0.63087946,0.4205058,0.46034017,0.4742289,0.5585614,0.47968233,0.44918627,0.6511832,0.59271324,0.6717112,0.41292384,0.8087855,0.57652235,0.8780528,0.35422015,neutral
0.12837213,0.56216794,0.22874841,0.5933543,0.23294657,0.4085625,0.18184917,0.7162642,0.37254378,0.37478614,0.30892804,0.6293199,0.4235814,0.47083896,0.47788748,0.5613665,0.4865693,0.45313475,0.6631578,0.5946288,0.6734209,0.41991195,0.8030974,0.5830724,0.8692505,0.38307816,neutral
0.108123876,0.52235025,0.21780188,0.5401623,0.23097372,0.368174,0.17058402,0.6560746,0.36097515,0.32031125,0.2857586,0.59754485,0.40916613,0.39453742,0.47497085,0.51431406,0.48141164,0.4097603,0.65367055,0.5621408,0.6715515,0.3763133,0.8088292,0.54303217,0.8674274,0.340076,neutral
0.15206558,0.5336878,0.22703643,0.55927986,0.2425237,0.3765372,0.16379955,0.6521174,0.37150726,0.33207074,0.09598635,0.50297964,0.41535267,0.40436912,0.48364392,0.53047246,0.4906157,0.42069197,0.66577226,0.5809961,0.67749447,0.38881043,0.81968033,0.5495856,0.86619455,0.35681415,neutral
0.1666866,0.5310533,0.24267887,0.55731577,0.260505,0.38086036,0.17152864,0.6452195,0.39456987,0.3335675,0.12386593,0.5166202,0.43133733,0.40277314,0.5036062,0.53677845,0.51359314,0.4293651,0.680104,0.59727365,0.7033421,0.4013924,0.83345455,0.5622383,0.8695202,0.363809,neutral
0.23140791,0.5740367,0.26885554,0.5771733,0.26687774,0.3999352,0.37981728,0.6476941,0.4063072,0.34835416,0.37881303,0.64555836,0.45064905,0.4334519,0.52258277,0.55711526,0.53153735,0.44373736,0.69942665,0.6290924,0.7176546,0.40719375,0.85983795,0.589542,0.8924065,0.36547402,neutral
0.19752789,0.57038546,0.23612407,0.5992361,0.23276132,0.39317542,0.32152373,0.6601021,0.36819756,0.32892987,0.32924008,0.67270064,0.40119657,0.42245597,0.5036238,0.5640826,0.5156911,0.44282684,0.67958164,0.65296036,0.712801,0.3949533,0.86478126,0.62551576,0.88838387,0.34932888,neutral
0.18320835,0.568782,0.2190899,0.5990348,0.21639228,0.3817076,0.3271303,0.6786631,0.36483598,0.31001705,0.29427394,0.66223305,0.38564625,0.38795105,0.4966599,0.56175935,0.510669,0.43606147,0.6942509,0.6701915,0.72522897,0.3788405,0.8741749,0.65717185,0.90044224,0.33985922,neutral
