nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.14500095,0.41413498,0.20087677,0.5125805,0.24517325,0.35158783,0.36199492,0.5235412,0.38057894,0.33935228,0.47319862,0.44890493,0.48998228,0.25244662,0.4835331,0.59464294,0.49898416,0.47498,0.69839734,0.67655176,0.6864623,0.39208958,0.82079244,0.7465171,0.89077044,0.39429432,forehand
0.14092991,0.4062405,0.19797772,0.5119408,0.23896706,0.34918496,0.34213287,0.566551,0.38073832,0.3444612,0.48986015,0.49993986,0.493108,0.2599169,0.47103012,0.58799946,0.48707452,0.4655284,0.68383265,0.6675034,0.6912604,0.3935998,0.8231763,0.7268411,0.8820517,0.39625436,forehand
0.1211593,0.41412434,0.20553166,0.5293771,0.24853405,0.35853294,0.3413856,0.60592186,0.38420045,0.35612574,0.5101831,0.5839172,0.4898941,0.282343,0.4704947,0.6010595,0.48519915,0.4734017,0.67752075,0.6733658,0.6950991,0.39894733,0.8305266,0.71942246,0.8818425,0.40080428,forehand
0.12823574,0.4197351,0.20603846,0.5392004,0.2612133,0.36234146,0.31903172,0.64157534,0.3945361,0.36492378,0.4684808,0.6647984,0.4941303,0.28691924,0.47662535,0.5975925,0.491625,0.47103688,0.6840858,0.6772738,0.6909826,0.40332237,0.82601845,0.69732106,0.88878447,0.40107808,forehand
0.12486602,0.43503517,0.18589167,0.5637102,0.25159332,0.3758122,0.29138482,0.6968878,0.38993612,0.37475654,0.43039128,0.7322624,0.49607456,0.29827872,0.47138324,0.6086713,0.48768762,0.48186946,0.6776586,0.6853443,0.6871949,0.42142102,0.82545024,0.6924278,0.87454975,0.41014764,forehand
0.12294004,0.43298876,0.17291994,0.5651801,0.2494135,0.37158078,0.25224626,0.6985193,0.38446283,0.36734146,0.3759414,0.75102633,0.48932496,0.28596744,0.4667636,0.5991295,0.4870634,0.4707125,0.6814986,0.6740724,0.68582475,0.41616052,0.842996,0.683309,0.8843877,0.39441505,forehand
0.11396589,0.42980823,0.16820145,0.55534333,0.238379,0.37524343,0.22702429,0.6828026,0.38079643,0.35615742,0.3341233,0.7494616,0.45894977,0.26550415,0.4687557,0.5919673,0.48440006,0.4623447,0.6714512,0.655869,0.6803524,0.41318297,0.834281,0.67010385,0.8759467,0.37847403,forehand
0.101296745,0.4362414,0.15383095,0.5602128,0.23110177,0.38343114,0.22636682,0.6851839,0.3683419,0.3745207,0.33260357,0.74833685,0.42867965,0.28387257,0.4562424,0.5897352,0.47386447,0.46787035,0.65453124,0.64122736,0.67205137,0.4244275,0.84321195,0.6630466,0.8697315,0.37900546,forehand
0.12686165,0.43695393,0.16182877,0.56039006,0.2231929,0.3744803,0.23895033,0.65539324,0.37035844,0.396917,0.30908707,0.7070309,0.3604112,0.40717596,0.4581862,0.57660365,0.47491318,0.46753162,0.6575112,0.6267582,0.6732945,0.42149442,0.8454499,0.65345365,0.86204326,0.36469236,forehand
0.11970637,0.41247737,0.1585198,0.51626515,0.21860228,0.3524097,0.25138536,0.60613114,0.34355858,0.38651386,0.3065161,0.6940226,0.33168018,0.40193102,0.45078695,0.5485813,0.4664597,0.44247842,0.6532469,0.5941017,0.67202514,0.39426193,0.8525979,0.6274165,0.8632647,0.334597,forehand
