nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.17143369,0.54945445,0.22390671,0.58003676,0.22843814,0.37984732,0.3273175,0.6331261,0.36562026,0.31933302,0.33877334,0.63216156,0.38528582,0.4247835,0.4934217,0.5371996,0.49656063,0.4178706,0.6819485,0.6066263,0.69165313,0.3667199,0.81504947,0.56431645,0.8845487,0.31657454,neutral
0.16139877,0.5664937,0.22016145,0.6050991,0.21548131,0.3995289,0.32941332,0.6698679,0.35778528,0.3370444,0.31919417,0.6409728,0.3912099,0.41934872,0.4930536,0.5672381,0.49691162,0.44189712,0.68096894,0.6363014,0.6935791,0.38799575,0.82192457,0.6138345,0.8935709,0.32523334,neutral
0.17596263,0.55377096,0.2305091,0.59773785,0.23014346,0.4030239,0.33577177,0.6637902,0.36839893,0.33282274,0.29650095,0.62098694,0.38481632,0.399582,0.5036754,0.571444,0.5073194,0.44140217,0.68178266,0.6315543,0.69824487,0.38263744,0.83917725,0.6401645,0.8989492,0.32874858,neutral
0.13880889,0.5349954,0.22078449,0.6002714,0.22848447,0.4087084,0.33340618,0.66612107,0.35570896,0.33279008,0.2924032,0.6144374,0.37194914,0.37998605,0.4999305,0.57487375,0.5037184,0.44110128,0.6804634,0.62452227,0.69511503,0.384603,0.85313815,0.6623383,0.8784722,0.33747444,neutral
0.15078977,0.52033937,0.23461807,0.5935605,0.24675985,0.41120055,0.34363127,0.66708887,0.36840892,0.33481243,0.28436625,0.6134195,0.36439484,0.3635782,0.51327336,0.5693571,0.51685965,0.43623185,0.7010321,0.6184073,0.70052135,0.38011873,0.87516665,0.6806715,0.89644444,0.3340971,neutral
0.14233342,0.52132326,0.22265102,0.59440684,0.23526418,0.40527552,0.33740124,0.6590453,0.35527235,0.33267778,0.28047425,0.59758586,0.36708304,0.33938417,0.5051714,0.55958503,0.5098743,0.43184045,0.69644266,0.60641265,0.69569564,0.36940923,0.8819089,0.6838191,0.8801393,0.32523042,neutral
0.12557082,0.5332934,0.22162144,0.5862827,0.23884642,0.4083257,0.33847615,0.65767276,0.33326837,0.35474446,0.28916624,0.61218727,0.35905448,0.32667717,0.5055093,0.5644887,0.5094342,0.43640617,0.7006448,0.5952897,0.701931,0.35661474,0.8943496,0.68918836,0.8892195,0.31603652,neutral
0.14342651,0.49260917,0.23184237,0.57068557,0.26303148,0.40298566,0.35220414,0.6474222,0.3699136,0.34587047,0.2846856,0.61057836,0.38344198,0.3205625,0.5098042,0.571837,0.51549536,0.45241243,0.7006142,0.59630287,0.6910475,0.35156542,0.8830083,0.6837299,0.87579423,0.31680706,neutral
0.17018199,0.5117474,0.24657355,0.5821401,0.27193987,0.40057576,0.29925498,0.6333985,0.35766914,0.34724736,0.29196957,0.628575,0.37909886,0.31889766,0.5138459,0.58655715,0.5190104,0.46078664,0.7067499,0.60476613,0.68166125,0.3444905,0.88881975,0.69297075,0.8749467,0.31480944,neutral
0.1223275,0.47216302,0.23977333,0.4065342,0.21945205,0.54219246,0.38101798,0.30089292,0.2673948,0.6429134,0.35996372,0.29435965,0.35867208,0.2979787,0.49412137,0.5133817,0.49615565,0.56070536,0.65681386,0.3403373,0.70030594,0.60155946,0.87052554,0.31464717,0.8827521,0.6863041,neutral
0.1402279,0.46226642,0.24371527,0.551584,0.26203233,0.41760746,0.34071073,0.6525052,0.40499207,0.3125024,0.28092834,0.61799747,0.36516464,0.30243015,0.51391315,0.577052,0.5141544,0.50287306,0.69961965,0.6171458,0.661461,0.34114,0.8806396,0.6980026,0.86269134,0.33798814,neutral
0.15245937,0.49539465,0.25273076,0.61535317,0.25322115,0.4150903,0.35388824,0.6522732,0.3656509,0.32622993,0.30520904,0.5643072,0.36539778,0.29144898,0.51255584,0.6041686,0.51283425,0.4742893,0.701327,0.61933315,0.6634711,0.3381305,0.88979757,0.70345944,0.8598721,0.34365737,neutral
0.14342907,0.5261781,0.22812742,0.6155979,0.2408164,0.41536292,0.33548194,0.64329123,0.36683717,0.30330935,0.2949069,0.5481934,0.33834472,0.27404994,0.49571404,0.61219066,0.497758,0.4753709,0.69353265,0.62485844,0.65546757,0.33559042,0.8896409,0.71078706,0.83949405,0.35587516,neutral
0.13010705,0.51108754,0.21418636,0.6149032,0.22589995,0.413265,0.31325996,0.6385438,0.35115156,0.317135,0.26906672,0.52832764,0.3277302,0.26693496,0.48868388,0.62168086,0.48864472,0.47794107,0.69063985,0.6377407,0.6481282,0.33842215,0.8794208,0.72612697,0.82447547,0.37400356,neutral
0.12986666,0.5081907,0.21178555,0.6183079,0.22285277,0.40390387,0.34494588,0.592774,0.34694734,0.3126483,0.24693853,0.44632626,0.3218183,0.24171238,0.49219128,0.6176473,0.48953578,0.47814414,0.6916307,0.6314564,0.65188867,0.33654892,0.88691694,0.73119056,0.8277616,0.38884124,neutral
0.11688736,0.5044324,0.21372011,0.60471964,0.21845411,0.4120374,0.3532215,0.58207166,0.32620555,0.31841773,0.25189695,0.46761498,0.30364838,0.24061075,0.48539582,0.6183508,0.48285812,0.48279545,0.69151616,0.6399435,0.6453886,0.34518033,0.88270485,0.7376053,0.8225098,0.4112298,neutral
0.1399556,0.5138105,0.213089,0.60526305,0.21273194,0.40743205,0.3410054,0.56437755,0.3210418,0.31831843,0.25317064,0.43526444,0.30181468,0.24420731,0.48666406,0.6177228,0.48587325,0.4831597,0.6933105,0.6439091,0.64855754,0.35301954,0.88066226,0.74742144,0.82711476,0.42319068,neutral
0.12790507,0.48575813,0.20313941,0.5823295,0.19846234,0.39113045,0.34356028,0.545801,0.31135526,0.29825792,0.25420368,0.43221918,0.27426276,0.21667543,0.4688021,0.6018296,0.47296244,0.47505575,0.6810333,0.64768934,0.644907,0.35633034,0.88095206,0.75277275,0.8281395,0.43977156,neutral
0.093273036,0.4638579,0.17921662,0.5852782,0.19598481,0.38404718,0.3230874,0.5097813,0.30194986,0.29762685,0.17188781,0.41298318,0.2670627,0.21759145,0.4599308,0.5987396,0.46847236,0.4688565,0.67728794,0.65660733,0.6473489,0.3739589,0.8773927,0.76111937,0.8323075,0.4551043,neutral
0.110021904,0.46983492,0.20011093,0.5714839,0.2072724,0.37753078,0.33244053,0.49405992,0.30434468,0.2968249,0.22857566,0.41046232,0.269406,0.20572391,0.47229287,0.58871704,0.47941175,0.4621514,0.6828256,0.65404624,0.6601489,0.38780624,0.8768084,0.7503916,0.84751785,0.4657683,neutral
0.120412685,0.48696816,0.2008909,0.5661869,0.20313513,0.37863335,0.3184145,0.5290907,0.2942909,0.29773116,0.21955843,0.3962393,0.26262125,0.20854726,0.47123268,0.59175235,0.48299697,0.46493375,0.67277825,0.6601748,0.6714049,0.41690302,0.8736944,0.73812675,0.8530035,0.49153897,neutral
0.1250682,0.48297706,0.1867463,0.5781227,0.1997075,0.38812977,0.30684745,0.5556759,0.28493735,0.3067287,0.24953191,0.41758516,0.26297694,0.21155787,0.46700874,0.60350215,0.4801865,0.47824928,0.6736439,0.6631182,0.673911,0.4435187,0.86592543,0.733846,0.8605559,0.5169927,neutral
0.1354894,0.4944827,0.1827225,0.5950926,0.1951179,0.40674046,0.29854417,0.53056234,0.27860007,0.33177587,0.2168777,0.40805542,0.26564255,0.22674012,0.4670016,0.6219151,0.48083365,0.49228624,0.6742874,0.66913444,0.6753485,0.460759,0.8630068,0.7261617,0.8699811,0.5350118,neutral
0.119066715,0.5254885,0.16986464,0.6083059,0.18741813,0.42469135,0.284354,0.5396812,0.2747427,0.347935,0.19955443,0.39509818,0.25042614,0.23498091,0.462924,0.63864404,0.47243908,0.5088591,0.6707652,0.6708566,0.6661733,0.47160804,0.85079443,0.7250048,0.86404854,0.5408213,neutral
0.11885937,0.527986,0.18287712,0.6012119,0.20851903,0.43674433,0.28673092,0.5545888,0.2851234,0.37041727,0.21232735,0.40267834,0.28185338,0.24571186,0.47126102,0.6416922,0.48555383,0.5144354,0.67993915,0.67316514,0.6796528,0.47194004,0.8366077,0.7245058,0.8785858,0.5368537,neutral
0.1422959,0.50428975,0.18607248,0.6020195,0.2197365,0.43501976,0.2953553,0.53808594,0.29813904,0.38407233,0.24087593,0.40973678,0.30153129,0.25328594,0.47935364,0.6406827,0.49005896,0.5166624,0.6990397,0.6672693,0.68843323,0.47185922,0.8077404,0.7196665,0.87797105,0.5239356,neutral
0.12994805,0.50051355,0.18611325,0.60255724,0.21857195,0.44512764,0.2849502,0.52814525,0.3041972,0.39052522,0.2242627,0.38468805,0.31651115,0.26078135,0.48386553,0.6473272,0.4952039,0.5243728,0.7146651,0.66908336,0.70020515,0.474583,0.7980048,0.7364129,0.89767206,0.49682188,neutral
0.13036914,0.47888637,0.1989085,0.59089035,0.22932851,0.42691615,0.2931739,0.5387573,0.3165764,0.35366994,0.25423208,0.4244475,0.33000538,0.2421428,0.49485815,0.63713384,0.50336313,0.5144264,0.71625906,0.649194,0.6975881,0.4657952,0.77874273,0.7234214,0.8953338,0.46420193,neutral
0.15603533,0.47291374,0.22061034,0.5885199,0.25161573,0.44831753,0.30307123,0.5481493,0.32943985,0.3999176,0.27059898,0.4437857,0.3624881,0.2513378,0.51273423,0.64033026,0.5173008,0.5165614,0.7244517,0.6574445,0.7011952,0.46904927,0.7806581,0.72892565,0.89944863,0.46404523,neutral
0.15547827,0.4862383,0.22157261,0.58826816,0.25737017,0.446859,0.2978353,0.5127134,0.33082905,0.40258202,0.22566237,0.33677214,0.38935205,0.28113762,0.51191384,0.6436824,0.5155679,0.5217023,0.7218079,0.65892196,0.6959137,0.46472645,0.79904056,0.7323821,0.88788927,0.46690232,neutral
