nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.13336933,0.5604529,0.23097678,0.56683505,0.2446707,0.38797298,0.33411807,0.6111558,0.3742134,0.3270949,0.3056978,0.6538343,0.40400836,0.41146454,0.4979161,0.54359233,0.50738984,0.42281225,0.6900426,0.5546224,0.69822866,0.3963186,0.88805616,0.5471626,0.8797631,0.39501444,neutral
0.14937453,0.548282,0.23882394,0.57287157,0.25170702,0.38356376,0.34259146,0.64326686,0.37964258,0.3205785,0.3273112,0.62771726,0.41157615,0.40512538,0.5104044,0.54074126,0.51407427,0.41544494,0.7022609,0.5459667,0.7001446,0.3720502,0.8994516,0.5446513,0.8627396,0.36869252,neutral
0.1671124,0.5397024,0.22664592,0.57499474,0.25097156,0.38533044,0.141173,0.69016457,0.3772949,0.3239488,0.22910608,0.6013728,0.3949292,0.39711192,0.5062519,0.54380244,0.50882643,0.4191872,0.70282996,0.5509843,0.6957361,0.35071594,0.89292824,0.5511862,0.8404728,0.35125068,neutral
0.16794735,0.5057048,0.23964909,0.56525534,0.24845843,0.36611724,0.32938036,0.6411382,0.37690586,0.30222717,0.25433508,0.58509266,0.3910637,0.3620735,0.5220655,0.523465,0.5151476,0.39247143,0.7070517,0.53778386,0.68414336,0.2952837,0.894831,0.542791,0.81537855,0.30336758,neutral
0.18386884,0.52982295,0.24431978,0.5996734,0.23845734,0.38353065,0.33430842,0.6537242,0.37123987,0.31077978,0.28366297,0.60881335,0.38592666,0.37395626,0.5093085,0.53962535,0.5033317,0.41153744,0.69641304,0.55799073,0.66866773,0.29721937,0.8871938,0.5721426,0.80067325,0.2952545,neutral
0.15971495,0.509291,0.2285474,0.59121233,0.22873458,0.38676032,0.3563842,0.5883706,0.37140635,0.32059163,0.38149318,0.41037834,0.38469052,0.36417422,0.50214505,0.5375558,0.5007157,0.44367978,0.69386816,0.5667841,0.6719291,0.29233438,0.89093286,0.60079134,0.7876712,0.27840707,neutral
0.110247426,0.51664394,0.22931094,0.43520957,0.22965619,0.64025426,0.3731768,0.3704948,0.3370378,0.6888694,0.38377514,0.40560967,0.33343425,0.61359346,0.5015923,0.4762925,0.49787694,0.6177167,0.66558784,0.34807625,0.69302315,0.62772644,0.77938616,0.31856802,0.8918297,0.66153693,neutral
0.14394142,0.46081623,0.24699722,0.47516418,0.24979909,0.61595803,0.38803375,0.35147128,0.34613842,0.6561973,0.38957924,0.3680088,0.3746483,0.56395406,0.51133233,0.5003942,0.51273066,0.5907967,0.67221934,0.3477269,0.68634605,0.59297156,0.7672457,0.31918302,0.87981707,0.65475804,neutral
0.1595735,0.46516988,0.23273201,0.5308925,0.22755587,0.54374725,0.37468645,0.34849367,0.34468192,0.6438901,0.37936464,0.36846104,0.38591632,0.3607257,0.5060529,0.5044315,0.5039826,0.56784356,0.685249,0.34058604,0.68717235,0.5914036,0.7899342,0.32936665,0.8884681,0.6674231,neutral
0.1464356,0.45596647,0.20791557,0.5821011,0.22022133,0.38015956,0.3327911,0.6271964,0.35842893,0.32194883,0.3034727,0.5677853,0.35721964,0.3254079,0.48519284,0.5456536,0.4921405,0.42315593,0.677154,0.58521307,0.6733666,0.32436654,0.8783901,0.67284244,0.789688,0.3344826,neutral
0.107997075,0.42413765,0.21395582,0.5294784,0.20642532,0.37593403,0.3227707,0.5925838,0.3549957,0.2986571,0.34287995,0.30408907,0.3466186,0.29871088,0.48153487,0.5160835,0.48585436,0.4366576,0.6759227,0.57893825,0.6695402,0.3079152,0.8856128,0.6742469,0.8022129,0.33258817,neutral
0.12745282,0.44400194,0.21469311,0.5486967,0.22010416,0.34600204,0.33613893,0.581713,0.3557084,0.29092994,0.30911398,0.52682436,0.36145177,0.29181984,0.48151845,0.529944,0.49006438,0.40559557,0.67551035,0.5895353,0.671557,0.30937082,0.87062657,0.67444783,0.80744714,0.35571575,neutral
0.1704091,0.40221247,0.21544665,0.5487879,0.21782091,0.3460202,0.34025243,0.57553965,0.35549802,0.27820188,0.2873013,0.5087996,0.34863898,0.2824767,0.48469743,0.5356753,0.48869342,0.40981242,0.67773837,0.6039567,0.67347485,0.31557018,0.8691423,0.68227667,0.8215309,0.37146914,neutral
0.15170732,0.39960957,0.19180964,0.555333,0.19165231,0.3480272,0.30731496,0.58400536,0.28612587,0.27756536,0.23898274,0.47340062,0.3033707,0.27396786,0.46758312,0.5482982,0.47360322,0.4139669,0.66705203,0.6163507,0.6679872,0.3294649,0.86998516,0.69530886,0.8275528,0.38565814,neutral
0.15483895,0.37399173,0.1955908,0.5614272,0.19438596,0.34987345,0.31848717,0.55372065,0.27140942,0.28369692,0.22771926,0.35784316,0.27624053,0.26271486,0.46984592,0.5558714,0.47396407,0.4181756,0.6641787,0.6226862,0.666435,0.34786054,0.8692078,0.6955173,0.8438445,0.4042659,neutral
0.13304198,0.42054024,0.17809248,0.55550617,0.19200306,0.35170367,0.30048704,0.5793684,0.27486056,0.29544675,0.22531642,0.45177084,0.28433442,0.25514063,0.46162722,0.5713736,0.47236252,0.4333507,0.65737957,0.6291667,0.6657289,0.37410256,0.86779946,0.69243926,0.8515417,0.4249919,neutral
0.12599508,0.47568125,0.18018264,0.57765716,0.20418867,0.37383136,0.3153569,0.5786829,0.30743584,0.27675095,0.2321519,0.43410704,0.2968491,0.26797715,0.46232903,0.58912575,0.47263673,0.45472056,0.66671467,0.6360994,0.6739626,0.40655404,0.8521199,0.69317436,0.86162275,0.4550827,neutral
0.109878935,0.50633526,0.19193096,0.58369607,0.21589701,0.36712253,0.32942197,0.5538599,0.34366015,0.29661056,0.22860649,0.40872014,0.28881904,0.27169997,0.47074798,0.60075873,0.47961026,0.46319968,0.6868454,0.6335347,0.68636423,0.4209938,0.8519728,0.68455917,0.8704282,0.46119815,neutral
0.12744366,0.47830135,0.21089196,0.56545895,0.2257354,0.3653838,0.32222933,0.5443447,0.34329897,0.2863218,0.21456578,0.34777653,0.28441268,0.26335636,0.48111722,0.58878607,0.48863876,0.45699292,0.69185656,0.61910945,0.6883782,0.42108366,0.84615165,0.6583602,0.8797627,0.4442381,neutral
0.14864075,0.40498802,0.1977233,0.5624741,0.21592446,0.35926843,0.31355283,0.51180434,0.34421316,0.28194925,0.19901413,0.33667693,0.284824,0.2474535,0.47374564,0.57410103,0.48374242,0.45306432,0.68844765,0.6026677,0.67757607,0.41457233,0.8281196,0.6491218,0.87699336,0.4307711,neutral
0.14611462,0.39629403,0.21090719,0.55842155,0.2369844,0.36970404,0.30764753,0.5215105,0.33701855,0.30097654,0.11638307,0.45404616,0.28352606,0.23155004,0.49556056,0.5816269,0.5002451,0.45443115,0.7068282,0.6027957,0.693368,0.41773808,0.80827945,0.6493777,0.8907388,0.42297575,neutral
0.16004981,0.45654842,0.22303784,0.54828554,0.24962293,0.37034556,0.29660308,0.5145349,0.3351477,0.2986431,0.19539312,0.36904308,0.2924175,0.21296926,0.50474125,0.5732561,0.5101855,0.444469,0.70698696,0.59286886,0.70305806,0.4056036,0.7931765,0.6448896,0.8911762,0.40050963,neutral
0.1251196,0.45781177,0.2031252,0.5743496,0.23210922,0.37787998,0.2830213,0.51968706,0.31769627,0.29815486,0.1593088,0.42515108,0.27030563,0.20626755,0.49460384,0.5828503,0.5038241,0.45610166,0.70852757,0.6102934,0.6955366,0.4142686,0.77882814,0.6670021,0.8876855,0.40949914,neutral
0.16409074,0.475973,0.22697341,0.55889344,0.2581716,0.3792001,0.2957285,0.5017958,0.3271839,0.30094188,0.19496949,0.3919503,0.28471613,0.20420891,0.5249273,0.5812343,0.53068465,0.4486247,0.71594715,0.59547055,0.71199363,0.407271,0.7782849,0.6596469,0.8952674,0.41081247,neutral
0.14067672,0.48256975,0.21797504,0.5764388,0.24916731,0.39055812,0.27779877,0.51864654,0.31047553,0.3098108,0.21592559,0.39448476,0.2683412,0.20938978,0.5133164,0.5982714,0.5181564,0.46379942,0.7149663,0.62236327,0.69627935,0.4161643,0.7858514,0.6665595,0.88377196,0.4331331,neutral
