nose_y,nose_x,left_shoulder_y,left_shoulder_x,right_shoulder_y,right_shoulder_x,left_elbow_y,left_elbow_x,right_elbow_y,right_elbow_x,left_wrist_y,left_wrist_x,right_wrist_y,right_wrist_x,left_hip_y,left_hip_x,right_hip_y,right_hip_x,left_knee_y,left_knee_x,right_knee_y,right_knee_x,left_ankle_y,left_ankle_x,right_ankle_y,right_ankle_x,shot
0.15026967,0.47621062,0.20687756,0.5707508,0.24587739,0.39999416,0.33341298,0.6118425,0.38064498,0.3720404,0.4371421,0.52371526,0.4894732,0.27497843,0.4745101,0.6374612,0.49655578,0.5094375,0.68834513,0.70501876,0.692292,0.4314631,0.889321,0.75867486,0.8711509,0.45106956,forehand
0.1506128,0.47472093,0.21332276,0.576136,0.24249534,0.397914,0.32144314,0.6583877,0.38547027,0.38056475,0.46535462,0.58018804,0.49258438,0.28874677,0.4732707,0.6439756,0.49391893,0.5116132,0.6905262,0.69886345,0.69475865,0.43259674,0.88936627,0.744458,0.8588124,0.4380813,forehand
0.13584146,0.4743415,0.20047176,0.5822154,0.24278902,0.4002721,0.31425416,0.70441616,0.38600138,0.39230552,0.45902035,0.6801382,0.49249008,0.2945521,0.48900324,0.6384678,0.5012592,0.5128915,0.6914199,0.7010145,0.69790334,0.43790942,0.8852083,0.7351993,0.8542106,0.42082477,forehand
0.12560749,0.4764326,0.2050952,0.5965915,0.25053513,0.41403762,0.29097414,0.7306196,0.3919093,0.39179182,0.4267301,0.7660668,0.49983534,0.29229772,0.48786965,0.6423621,0.5083148,0.511242,0.69416684,0.7017437,0.70041084,0.4537566,0.8893198,0.72175384,0.8508511,0.40985036,forehand
0.12072065,0.46973655,0.18847045,0.59239525,0.25603384,0.40153903,0.2554517,0.71877545,0.39791262,0.3809432,0.39389485,0.7780191,0.5012654,0.27603924,0.48605335,0.63574404,0.51049423,0.49630198,0.687899,0.6855401,0.70114744,0.4469689,0.8773357,0.6900406,0.8406299,0.38481843,forehand
0.114474654,0.4605035,0.17212903,0.5786921,0.2591151,0.38916633,0.23918161,0.69831246,0.40153623,0.3668983,0.3329342,0.7667025,0.49725488,0.27402845,0.48747063,0.6096993,0.50998294,0.4761743,0.69363225,0.6642657,0.7029992,0.42715105,0.8885427,0.66212505,0.8375541,0.36023045,forehand
0.11943223,0.44835776,0.16233775,0.564533,0.25422966,0.3936089,0.23499073,0.6718777,0.39291942,0.39541873,0.31223685,0.7538355,0.46411946,0.3198616,0.46803373,0.5937203,0.48419365,0.47174153,0.67697275,0.63269544,0.6750332,0.41266653,0.8677271,0.6361804,0.8044435,0.35525364,forehand
0.12445364,0.43371361,0.16897704,0.5253271,0.24133475,0.3788819,0.22543108,0.61392754,0.34611952,0.4184646,0.2804425,0.70904726,0.37387997,0.42133206,0.47521862,0.5549308,0.48795673,0.43950507,0.6738108,0.5985889,0.6798,0.38207853,0.8753416,0.59943646,0.8076829,0.3309833,forehand
0.12936197,0.4288105,0.17859715,0.49445188,0.22312136,0.36877495,0.2409045,0.567481,0.33513245,0.3691654,0.26223907,0.69216895,0.30873072,0.4666148,0.46923018,0.53591305,0.48147574,0.4337414,0.6729324,0.578133,0.6781642,0.37106004,0.8727786,0.57838976,0.8053948,0.31508383,forehand
0.117298834,0.43578985,0.17158942,0.48467723,0.22414266,0.39318302,0.25500423,0.55845535,0.3137586,0.51840454,0.22907744,0.6442276,0.24037781,0.6402387,0.45632374,0.5331346,0.4687179,0.43333843,0.6716824,0.5819946,0.6798083,0.374683,0.8798892,0.59042835,0.80713254,0.30450514,forehand
0.117543265,0.4857929,0.22318426,0.52234286,0.22543721,0.43638727,0.30562848,0.56992555,0.30713508,0.5570624,0.2331934,0.6723291,0.22394595,0.67326105,0.48345938,0.5626623,0.48968056,0.4611405,0.67782843,0.6098094,0.68396926,0.39796442,0.8863302,0.6270132,0.81955963,0.322069,forehand
0.12244096,0.50728786,0.23720191,0.5324337,0.23971435,0.4575439,0.265289,0.6305993,0.27436092,0.6172052,0.20040633,0.70524436,0.19395752,0.7145054,0.49762088,0.5707681,0.5019082,0.46362644,0.69073945,0.6131523,0.6939414,0.39987272,0.89312506,0.6433549,0.8320378,0.32345816,forehand
0.13670503,0.5042119,0.24245496,0.4795263,0.25276238,0.4657683,0.26128134,0.6360703,0.26539204,0.6365413,0.22328393,0.6588096,0.19561997,0.68829495,0.5115673,0.5507376,0.5133284,0.45139948,0.6932591,0.6045458,0.7011092,0.3840801,0.89398575,0.6292463,0.8336868,0.31080505,forehand
0.16873986,0.55418974,0.22955485,0.47369072,0.24715209,0.4909399,0.2578981,0.63438106,0.26043105,0.6401152,0.20855704,0.6609377,0.19821975,0.6755241,0.5133731,0.55053294,0.5164769,0.45991832,0.695237,0.60680157,0.7073321,0.3921918,0.8927468,0.6306015,0.85251486,0.30539143,forehand
0.11911918,0.5575212,0.22014162,0.44794476,0.22887112,0.5210611,0.2369371,0.6486554,0.24090822,0.66754776,0.21410945,0.646668,0.20515026,0.67360294,0.5146958,0.55546665,0.51325506,0.47661248,0.6883454,0.6319823,0.7097792,0.40381572,0.8965329,0.63938236,0.8704571,0.31186444,forehand
0.13803463,0.56202453,0.24915588,0.45827204,0.24400495,0.55513453,0.303065,0.4429084,0.28278816,0.675675,0.1934255,0.50828326,0.22380368,0.6280321,0.5263336,0.5274581,0.52618504,0.5040486,0.68612754,0.64139915,0.73011714,0.42188427,0.89157826,0.63584614,0.87414336,0.31788072,forehand
0.15568581,0.59354985,0.24751338,0.47618002,0.25580132,0.5726021,0.35480878,0.46933186,0.3225618,0.6799995,0.24548103,0.52276134,0.2759382,0.63587046,0.52857685,0.5032734,0.5245029,0.51850736,0.68399656,0.65746176,0.74258703,0.43532902,0.88650674,0.6410162,0.85240084,0.31625798,forehand
0.13911372,0.5972891,0.23442976,0.46781826,0.24273925,0.5814361,0.35148033,0.47155097,0.33508757,0.67106795,0.21640754,0.5426679,0.24988005,0.6159245,0.5215414,0.49366176,0.5206198,0.5219831,0.6709694,0.6662229,0.7404784,0.44889432,0.884313,0.6453073,0.8426335,0.30951068,forehand
0.1434842,0.6021379,0.23411019,0.46826237,0.24748838,0.6009266,0.35229054,0.47517747,0.36244696,0.6682321,0.24781656,0.5315491,0.29542243,0.6253801,0.52053344,0.48942086,0.52195024,0.5375058,0.66880864,0.6775329,0.7435522,0.4482703,0.885138,0.6541729,0.84550554,0.3063862,forehand
0.1280485,0.60866666,0.21547194,0.46842295,0.24589111,0.6036945,0.25904712,0.4775709,0.39589632,0.66239166,0.11119212,0.53315353,0.32898724,0.6324994,0.51215285,0.47790936,0.5171081,0.5522025,0.7375783,0.48719993,0.67660946,0.67396706,0.88300115,0.6669782,0.8429002,0.30699855,forehand
